gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
0;25-30;University;453;Tanzania;Urban;0;0;0;Unemployed;Tanzanian;Typical;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Certificate;351;Tanzania;Urban;0;0;0;Workforce;Tanzanian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Once every few weeks;Once every few weeks;Never;Never;Once every few weeks;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Never;Very often;Very often;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Very often
1;16-19;Secondary;323;Tanzania;Urban;1;0;0;Unemployed;Tanzanian;Typical;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Never;Never;Very often;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;>30;Secondary;631;Tanzania;Refugee;0;0;0;Self-employed;Other;Typical;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;>30;Secondary;587;Tanzania;Refugee;0;0;0;Self-employed;Other;Typical;Less than once a month;Less than once a month;;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Often;;Somewhat often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;>30;Primary;698;Tanzania;Refugee;0;0;0;Self-employed;Other;Typical;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Multiple times day;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Less than once a month;Less than once a month;Never;Never;Never;Always;Less than once a month;Less than once a month;Less than once a month;Less than once a month;Never;Less than once a month;Less than once a month;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Never;Never;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
1;25-30;Secondary;382;Tanzania;Refugee;0;0;0;Unemployed;Refuse;Typical;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Once every few weeks;Once every few weeks;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Never;Never;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Secondary;493;Lebanon;Rural;0;0;0;Workforce;Lebanese;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Multiple times day;Every few days;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Multiple times day;Multiple times day;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Once a week;Once a day;Never;Never;Always;Always;Always;Always;Never;Always;Always;Always;Always;Never;Always;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Once a week;Once a day;Never;Never;Not very often;Very often;Very often;Somewhat often;Not very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Never;Often;Never;Somewhat often;Never;Often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;NA;Very often;Very often;Often;Never;Not very often;Often;Somewhat often;Never;Never;Very often;Not very often;Never;Never;Never;Never;Never;Somewhat often;Never;Somewhat often;Very often
0;25-30;University;522;Lebanon;Rural;0;0;0;Workforce;Lebanese;Typical;Multiple times day;Once a day;Multiple times day;Multiple times day;Never;Never;Multiple times day;Once a day;Once a day;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Once a day;Once a week;Never;Once a week;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Multiple times day;Once every few weeks;Every few days;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Every few days;Never;Never;Once a week;Always;Always;Always;Always;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Less than once a month;Always;Always;Multiple times day;Multiple times day;Multiple times day;Once a day;Never;Never;Once a week;Not very often;Very often;Very often;Not very often;Not very often;Never;Somewhat often;Somewhat often;Never;Very often;Very often;Very often;Somewhat often;Not very often;Never;Very often;Never;Very often;Never;Very often;Very often;Never;Very often;Very often;Very often;Somewhat often;Often;Often;Very often;Not very often;Somewhat often;Very often;Often;Never;Never;Somewhat often;Never;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never
0;16-19;Secondary;47;Lebanon;Refugee;1;0;0;Unemployed;Syrian;Typical;Never;Less than once a month;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;16-19;Secondary;887;Lebanon;Refugee;1;0;0;Unemployed;Syrian;Typical;Once a week;Less than once a month;Never;Multiple times day;Never;Never;Once a week;Less than once a month;Never;Multiple times day;Never;Never;Once a day;Never;Once every few weeks;Less than once a month;Once a week;Never;Never;Once a week;Less than once a month;Never;Multiple times day;Never;Never;Once a week;Less than once a month;Never;Multiple times day;Never;Never;Once a day;Never;Once every few weeks;Less than once a month;Once a week;Never;Never;Always;Once a day;Once a week;Never;Never;Never;Once a day;Once a day;Once every few weeks;Never;Always;Once a day;Every few days;Less than once a month;Never;Once a month;Never;Never;Never;Once a month;Never;Once a week;Less than once a month;Once a week;Never;Never;Not very often;Not very often;Not very often;Not very often;Often;Not very often;Often;Somewhat often;Somewhat often;Not very often;Not very often;Never;Not very often;Very often;Very often;Very often;Somewhat often;Very often;Not very often;Very often;Very often;Very often;Often;Somewhat often;Never;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Never;Very often;Never;Never;Never;Very often;Very often;Never;Not very often;Never;Never;Never;Never;Never;Never;Never
