gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
0;25-30;Secondary;440;Uganda;Peri-urban;1;0;0;Unemployed;Ugandan;Typical;Once a week;Never;Never;Multiple times day;Never;Never;Once a week;;;Once a day;;;;;Once a day;;Once a week;;;Never;Never;Never;Once a day;Never;Never;;;;Once a day;;;;;Once a day;;;;;Always;Once a week;Once a month;Once a month;Once every few weeks;Never;Once a month;Never;Never;Never;Every few days;Once a week;Never;Every few days;Never;Never;Never;Never;Never;;;Once a day;;;;;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Not very often;Very often;Very often;Very often;Very often;Often;Never;Never;Never;Somewhat often;Very often;Never;Often;Never;Very often;Somewhat often;Never;Often;Never;Never;Never;Never;Never;Never;Never;Never;Somewhat often;Never;Never;Never;Not very often;Never;Never;Never;Often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Secondary;369;Uganda;Rural;1;0;0;Unemployed;Ugandan;Typical;Once a week;Never;Less than once a month;Never;Multiple times day;Multiple times day;Once a week;Never;Never;Never;Once a day;Never;;;Once a day;;Once a week;;;;;;;Once a day;;;;;;Once a week;;;;Once a week;;;;;Always;Every few days;Once a month;Less than once a month;Less than once a month;Once a week;Every few days;Once a month;Never;Never;Every few days;Once a week;Every few days;Once a week;Once a week;Never;Never;Never;Never;Once a day;;;;Once a week;;;Very often;Not very often;Often;Not very often;Not very often;Often;Very often;Often;Often;Often;Very often;Somewhat often;Somewhat often;Often;Often;;;;;;Often;Often;Not very often;Not very often;Not very often;Not very often;Often;Often;Often;Often;Often;Often;Never;Never;Never;Not very often;Never;Never;Never;Often;Never;Never;Never;Never;Never;Never;Often;Never;Often;
0;16-19;Secondary;417;Uganda;Rural;1;0;0;Unemployed;Ugandan;Typical;Once a week;Every few days;Never;Never;Multiple times day;Never;Once a week;Less than once a month;Never;Never;Once a day;Never;Once a day;;;;Once a week;;;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Always;;Once a week;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Once a week;Once a week;Never;Never;Never;Never;Once a day;;;;Once a week;;;Often;Somewhat often;Somewhat often;Somewhat often;Not very often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
1;>30;University;506;Ethiopia;Urban;0;0;0;Workforce;Ethiopian;Typical;Multiple times day;Multiple times day;Once a day;Multiple times day;Once a day;Once a day;Multiple times day;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Once every few weeks;Once every few weeks;Once every few weeks;Multiple times day;Multiple times day;Once a day;Multiple times day;Once a day;Once a day;Multiple times day;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Once every few weeks;Once every few weeks;Once every few weeks;Always;Always;Always;Always;Always;Once a day;Always;Never;Every few days;Never;Every few days;Always;Every few days;Once a day;;Never;Never;Never;Never;Multiple times day;Multiple times day;Once a day;Every few days;Once every few weeks;Once every few weeks;Once every few weeks;Not very often;Somewhat often;Often;Not very often;Often;Not very often;Often;Very often;Often;Very often;Very often;Not very often;Often;Not very often;Not very often;Often;Not very often;Very often;Not very often;Very often;Very often;Often;Very often;Very often;Not very often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Never;Never;Very often;Very often;Never;Often;Often;Often;Never;Never;Never;Never;Never;Never;Never;Never;Often
0;25-30;Mas/PhD;448;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Multiple times day;Multiple times day;Once a day;Multiple times day;Once a day;Once a day;Multiple times day;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Once a month;Less than once a month;Less than once a month;Multiple times day;Once a day;Every few days;Multiple times day;Once a day;Once a day;Multiple times day;Once a day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Once every few weeks;Less than once a month;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Never;Always;Never;Every few days;;Once a day;Always;Always;Never;Never;Never;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Once every few weeks;Less than once a month;Less than once a month;Not very often;Often;Often;Not very often;Very often;Not very often;Very often;Often;Often;Very often;Very often;Not very often;Often;Not very often;Somewhat often;Often;Not very often;Very often;Not very often;Very often;Very often;Often;Very often;Very often;Not very often;Not very often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Not very often;Never;Very often;Often;Never;Often;Very often;Very often;NA;NA;NA;Not very often;NA;Never;NA;Not very often;
1;20-24;University;490;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Every few days;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Once a day;Once a day;Every few days;Multiple times day;Every few days;Every few days;Every few days;Once a day;Every few days;Multiple times day;Every few days;Every few days;Multiple times day;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Always;Always;Always;Never;Never;Every few days;Always;Never;Never;Never;Once a week;Once a day;Once a day;Once a week;;Never;Never;Never;Once every few weeks;Multiple times day;Never;Every few days;Once every few weeks;Every few days;Every few days;Every few days;Not very often;Somewhat often;Somewhat often;Not very often;Often;Not very often;Very often;Very often;Often;Very often;Often;Not very often;Not very often;Not very often;Not very often;Often;Not very often;Very often;Not very often;Very often;Often;Often;Very often;Often;Not very often;Often;Somewhat often;Somewhat often;Often;Often;Often;Very often;Often;Not very often;NA;Often;Often;Not very often;Often;Very often;Very often;NA;NA;NA;Not very often;Never;Never;Never;Somewhat often;
0;>30;Certificate;38;Kenya;Peri-urban;0;0;0;Casual;Kenyan;Typical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;20-24;University;480;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Every few days;Multiple times day;Every few days;Every few days;Every few days;Once a day;Once a week;Multiple times day;Every few days;Every few days;Multiple times day;Never;Every few days;Every few days;Every few days;Every few days;Every few days;Once a day;Once a day;Every few days;Multiple times day;Every few days;Every few days;Every few days;Every few days;Once every few weeks;Multiple times day;Every few days;Every few days;Multiple times day;Never;Every few days;Once every few weeks;Every few days;Every few days;Every few days;Always;Always;Always;Never;Never;Every few days;Always;Never;Never;Never;Every few days;Always;Always;Every few days;Never;Never;Never;Never;Every few days;Multiple times day;Never;Every few days;Every few days;Every few days;Every few days;Every few days;Often;Often;Often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Often;Not very often;Not very often;Not very often;Not very often;Often;Not very often;Very often;Not very often;Very often;Very often;Often;Very often;Often;Not very often;Often;Somewhat often;Somewhat often;Often;Often;Often;Very often;Very often;Not very often;Never;Very often;Often;Not very often;Often;Often;Very often;Never;Never;NA;Not very often;Not very often;Not very often;Never;Not very often;
0;16-19;None;405;Tanzania;Urban;0;0;0;Unemployed;Tanzanian;Deviant;Multiple times day;Multiple times day;Never;Multiple times day;Never;Multiple times day;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Always;Always;Always;Never;Never;Never;Always;Never;Never;Never;Never;Never;Never;Never;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;25-30;University;262;Tanzania;Urban;0;0;0;Self-employed;Tanzanian;Typical;Once a week;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Very often;;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Very often;Very often;Never;Very often;Very often;Never;Never;Never;Never;Never;Very often;Very often;Very often;
1;16-19;University;313;Tanzania;Urban;1;0;0;Unemployed;Tanzanian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Always;Always;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Very often;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;University;397;Tanzania;Urban;1;0;0;Unemployed;Tanzanian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Always;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Somewhat often;Very often;Very often;Very often;Very often;Very often;;;Very often;Very often;Very often;Very often;Very often;Not very often;Not very often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Often;Very often;Never;Very often;Never;Very often;Very often;Never;Never;Very often;Very often;Never;Never;Never;Never;Never;Not very often;Not very often;Not very often;
0;20-24;University;371;Tanzania;Urban;1;0;0;Unemployed;Tanzanian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;;Always;Never;Never;Always;Always;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Very often;Never;Very often;Never;Very often;Never;Very often;Very often;Very often;Very often;Never;Never;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;;Very often;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;20-24;Secondary;628;Tanzania;Urban;0;0;0;Unemployed;Tanzanian;Typical;Once a week;Once a week;Once a month;Never;Once a week;Once a week;Once a week;Once a week;Once a month;Never;Once a week;Once a week;Once every few weeks;Never;Never;Never;Never;Never;Once every few weeks;Once a week;Once every few weeks;Never;NA;Once a week;Once a week;Once a week;Once every few weeks;Never;Never;Once a week;Once a week;Once a week;Never;Never;Never;Never;Never;Once a week;Always;Every few days;Every few days;Always;Always;Every few days;Every few days;Never;Never;Never;Always;Always;Never;Never;Never;Never;Never;Never;Never;Once a week;Never;Never;Never;Never;Never;Once a week;Very often;Somewhat often;Somewhat often;Never;Somewhat often;Never;Somewhat often;Very often;Very often;Very often;Very often;NA;Very often;Somewhat often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Never;Never;NA;Very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;25-30;Secondary;364;Tanzania;Urban;1;0;0;Self-employed;Tanzanian;Typical;Multiple times day;Every few days;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Once every few weeks;Always;Never;Always;Always;Always;Once a month;Every few days;Never;Never;Never;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Very often;Very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Very often;Very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Never;Never;Very often;Very often;Very often;Never;Somewhat often;Never;Never;Never;Very often;Very often;Never;Very often
0;>30;University;339;Tanzania;Rural;0;0;0;S-owner;Tanzanian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Never;Very often;Never;Never;Never;Very often;Very often;Very often;Very often
1;>30;Mas/PhD;438;Ethiopia;Urban;0;1;0;Workforce;Ethiopian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Once a day;Once a day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Once a day;Multiple times day;Every few days;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Once a day;Once a day;Multiple times day;Multiple times day;Once a day;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Once a day;Every few days;Multiple times day;Every few days;Never;Always;Always;Always;Always;Always;Always;Always;Never;Every few days;Every few days;Once a week;Always;Always;Always;Always;Never;Never;Never;Always;Multiple times day;Multiple times day;Once a day;Every few days;Multiple times day;Every few days;Never;Not very often;Somewhat often;Somewhat often;Somewhat often;Often;Somewhat often;Often;Very often;Very often;Often;Often;Often;Very often;Never;Not very often;Somewhat often;Not very often;Often;Somewhat often;Often;Very often;Very often;Often;Often;Often;Very often;Very often;Very often;Often;Somewhat often;Very often;Somewhat often;Often;Often;Never;Often;Very often;Not very often;Often;Often;Often;Never;Never;Never;Not very often;Never;Not very often;Never;Somewhat often;Often
0;16-19;University;518;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Never;Multiple times day;Every few days;Every few days;Every few days;Multiple times day;Never;Multiple times day;Once a week;Once a week;Multiple times day;Never;Once a day;Every few days;Every few days;Every few days;Once every few weeks;Once a day;Once a day;Never;Multiple times day;Every few days;Every few days;Every few days;Once a day;Never;Multiple times day;Once a week;Once a week;Multiple times day;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Always;Always;Every few days;Never;Never;Every few days;Always;Never;Never;Never;Once a week;Always;Once a week;Once a week;Never;Never;Never;Never;Once every few weeks;Multiple times day;Never;Every few days;Once a week;Every few days;Every few days;Once every few weeks;Somewhat often;Somewhat often;Often;Not very often;Very often;Not very often;Very often;Often;Often;Very often;Often;Not very often;Somewhat often;Not very often;Somewhat often;Often;Not very often;Very often;Not very often;Very often;Often;Often;Very often;Often;Not very often;Often;Often;Often;Very often;Very often;Often;Very often;Often;Not very often;Never;Very often;Often;Not very often;Often;Very often;Very often;NA;NA;NA;Not very often;Never;Not very often;Never;Not very often;
0;20-24;University;589;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Never;Once a day;Multiple times day;Every few days;Every few days;Once a day;Never;Every few days;Multiple times day;Once a week;Every few days;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Once a day;Every few days;Never;Once a day;Multiple times day;Every few days;Every few days;Every few days;Never;Every few days;Multiple times day;Once every few weeks;Every few days;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Always;Once every few weeks;Once every few weeks;Never;Never;Once every few weeks;Once a week;Never;Never;Never;Once a week;Every few days;Once a week;Once a week;Never;Never;Never;Never;Once a month;Every few days;Never;Every few days;Once every few weeks;Every few days;Every few days;Once every few weeks;Not very often;Not very often;Not very often;Not very often;Somewhat often;Not very often;Somewhat often;Often;Often;Often;Often;Never;Never;Never;Not very often;Not very often;Not very often;Often;Not very often;Often;Often;Often;Often;Not very often;Never;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Often;Not very often;Not very often;Never;Somewhat often;Somewhat often;Not very often;Often;Very often;Very often;Never;Never;NA;Not very often;Never;Not very often;Never;Not very often;
1;20-24;University;518;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Once a day;Multiple times day;Every few days;Every few days;Every few days;Multiple times day;Every few days;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;;Every few days;Never;Every few days;Every few days;Once every few weeks;Once a day;Multiple times day;Once a day;Multiple times day;Every few days;Every few days;Every few days;Once a day;Once every few weeks;Multiple times day;Once every few weeks;Once every few weeks;Multiple times day;Never;Every few days;Never;Every few days;Every few days;Once every few weeks;Always;Always;Once every few weeks;Never;Never;Never;Always;Never;Never;Never;Once every few weeks;Every few days;Once a week;Once a week;Never;Never;Never;Never;Once a month;Multiple times day;Never;Every few days;Never;Every few days;Every few days;Once every few weeks;Somewhat often;Somewhat often;Often;Not very often;Very often;Not very often;Very often;Often;Often;Very often;Often;Never;Never;Not very often;Not very often;Often;;Very often;Not very often;Often;Often;Often;Very often;Somewhat often;Never;Somewhat often;Somewhat often;Somewhat often;Very often;Very often;Often;Very often;Very often;Often;Not very often;Very often;Very often;Not very often;Often;Very often;Very often;NA;Never;NA;Not very often;Never;Never;Never;Not very often;
0;25-30;University;517;Tanzania;Urban;0;0;1;Workforce;Tanzanian;Typical;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Less than once a month;Never;Once every few weeks;Once every few weeks;Multiple times day;Once every few weeks;Never;Multiple times day;Multiple times day;Never;Multiple times day;NA;Less than once a month;Less than once a month;Never;Once every few weeks;Once every few weeks;Multiple times day;Less than once a month;Less than once a month;Never;Once every few weeks;Once every few weeks;Multiple times day;Less than once a month;Never;Multiple times day;Multiple times day;Never;Multiple times day;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Never;Always;Always;Less than once a month;Never;Multiple times day;Multiple times day;Never;Multiple times day;Less than once a month;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;NA;NA;Not very often;Not very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;NA;Never;Never;Very often;Very often;Very often;Very often;Very often;Very often;Not very often;Very often;Never;Very often;Very often;Very often;Very often;Very often;Very often;Never;Never;Never;Never;Never;Never;Very often;Never;
0;16-19;Secondary;734,5;Tanzania;Urban;1;0;0;Unemployed;Tanzanian;Typical;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Once every few weeks;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Less than once a month;Never;Never;Never;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Never;Never;Less than once a month;Never;Never;Less than once a month;Never;Never;Never;Never;Less than once a month;Less than once a month;Less than once a month;NA;NA;Less than once a month;Less than once a month;Less than once a month;NA;Never;Less than once a month;Less than once a month;Less than once a month;Less than once a month;NA;Never;Never;;NA;Never;Never;Less than once a month;Never;Never;Never;Never;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Not very often;Somewhat often;Somewhat often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Not very often;Never;Not very often;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;Never;
0;25-30;University;504;Tanzania;Urban;0;0;0;Self-employed;Tanzanian;Typical;Every few days;Multiple times day;Less than once a month;Multiple times day;NA;Multiple times day;Every few days;Multiple times day;Less than once a month;Multiple times day;NA;Multiple times day;Once a day;Never;Multiple times day;Never;Never;Never;Every few days;Every few days;Multiple times day;Less than once a month;Multiple times day;NA;Multiple times day;Every few days;Multiple times day;Less than once a month;Multiple times day;NA;Multiple times day;Once a day;Never;Multiple times day;Never;Never;Never;Every few days;Always;Always;Always;Less than once a month;Less than once a month;Always;Always;Always;Always;Always;Always;Always;Always;Once a day;Less than once a month;NA;NA;Always;Never;Once a day;Never;Multiple times day;Never;Never;Never;Every few days;Often;Very often;Very often;Not very often;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Often;Somewhat often;;Very often;Very often;Not very often;Very often;Not very often;Very often;Very often;Very often;Very often;Very often;Often;Somewhat often;Often;Very often;Very often;Very often;Not very often;Very often;NA;Very often;NA;Very often;Very often;NA;Not very often;Very often;Somewhat often;NA;Often;NA;NA;NA;Somewhat often;Not very often;NA;Very often
1;25-30;Secondary;668;Rwanda;Urban;0;0;0;Self-employed;Rwandan;Typical;Once a day;Never;Never;Never;NA;Multiple times day;Once a day;Never;Never;Never;NA;Multiple times day;Multiple times day;Never;Multiple times day;Every few days;Never;Once a day;Once every few weeks;Once a day;Never;Never;Never;NA;Multiple times day;Once a day;Never;Never;Never;NA;Multiple times day;;;Multiple times day;Once a week;;Once a day;Once every few weeks;Always;Always;Always;Always;Always;Always;Always;Never;Never;Always;Always;;Always;Once a day;Once a day;Never;NA;Never;Never;Multiple times day;Never;Multiple times day;Once every few weeks;Never;Once a day;Once every few weeks;Very often;Often;Often;Somewhat often;Often;Often;Often;Often;Often;Often;Often;Never;Often;Never;Somewhat often;Often;Somewhat often;Often;Somewhat often;Often;Often;Often;Often;Somewhat often;Never;Somewhat often;Somewhat often;;Often;Often;NA;Very often;Never;Never;Never;Often;NA;NA;Never;Never;Never;NA;NA;NA;NA;NA;NA;NA;NA;Never
0;20-24;University;498;Rwanda;Urban;0;0;0;Unemployed;Rwandan;Typical;Every few days;Every few days;Never;Multiple times day;NA;Multiple times day;Once a month;Once a month;Never;Multiple times day;NA;Once every few weeks;Multiple times day;Never;Never;Every few days;Never;Never;Every few days;Once a month;Once a month;Never;Multiple times day;NA;Once every few weeks;Once a month;Once a month;Never;Multiple times day;NA;Once every few weeks;Multiple times day;Never;Never;Every few days;Never;Never;Every few days;Always;Always;Always;Always;Always;Always;Always;Always;Always;Never;Always;Always;Once every few weeks;Every few days;Once every few weeks;Never;Never;Once every few weeks;Every few days;Multiple times day;Never;Every few days;Every few days;Never;Never;Every few days;Somewhat often;Very often;Very often;Somewhat often;Very often;Somewhat often;Often;Often;Often;Very often;Often;Somewhat often;Often;Never;Often;Often;Often;Often;Somewhat often;Often;Often;Often;Very often;Very often;Not very often;Often;Often;Often;Often;Often;Often;Very often;NA;Often;NA;Often;Often;NA;Somewhat often;Very often;Often;;;NA;NA;NA;NA;NA;Not very often;
