"gender","age","education","country","geography","student","teacher","caregiver","occupation","cultural","case","desktop","laptop","tablet","smartphone","richmobile","basicmobile","desktopuse","laptopuse","tabletuse","smartphoneuse","richmobileuse","basicmobileuse","at_everywhere","at_work","at_home","at_familyhouse","at_school","at_public","at_internetcafe","desktop_access","laptop_access","tablet_access","smartphone_access","richmobile_access","basicmobile_access","desktopUSE_net","laptopUSE_net","tabletUSE_net","smartphoneUSE_net","richmobileUSE_net","basicmobileUSE_net","everywhere_net","work_net","home_net","familyhouse_net","school_net","public_net","internetcafe_net","sms_access","digitalphoto_access","digitalvideo_access","digitalpayment_access","digitalpayment_recieve","politicalnews_access","socialnetworks","healthinfo","jobsearch","serviceoffer","games","topics","discussions","word","budgeting","appdev","webdev","products","banking","everywhereUSE","workUSE","homeUSE","familyhouseUSE","schoolUSE","publicUSE","internetcafeUSE","playgames","takephoto","lookphoto","makevideo","watchvideo","makemusic","listenmusic","read","write","talk","talkfamily","events","learn","games_net","takephotos_net","lookphotos_net","makevideos_net","watchvideos_net","makemusic_net","listenmusic_net","read_net","write_net","talkfriends_net","talkfamily_net","planevent_net","learn_net","shareidea_net","learnidea_net","musicdownload_net","moviedownload_net","bookdownload_net","facebook","twitter","instagram","snapchat","youtube","linkedin","badoo","googlep","whatsapp","viber","kik","bbmessenger","vine","pinterest","tumblr","googledocs","blogger","wordpress","wordedit"
"245","Female","20-24","University","Rwanda","Urban",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Every few days","Never","Multiple times day","Never","Multiple times day","Once a month","Once a month","Never","Multiple times day","Never","Once every few weeks","Multiple times day","Never","Never","Every few days","Never","Never","Every few days","Once a month","Once a month","Never","Multiple times day","Never","Once every few weeks","Once a month","Once a month","Never","Multiple times day","Never","Once every few weeks","Multiple times day","Never","Never","Every few days","Never","Never","Every few days","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Once every few weeks","Every few days","Once every few weeks","Never","Never","Once every few weeks","Every few days","Multiple times day","Never","Every few days","Every few days","Never","Never","Every few days","Somewhat often","Very often","Very often","Somewhat often","Very often","Somewhat often","Often","Often","Often","Very often","Often","Somewhat often","Often","Never","Often","Often","Often","Often","Somewhat often","Often","Often","Often","Very often","Very often","Not very often","Often","Often","Often","Often","Often","Often","Very often","Never","Often","Never","Often","Often","Never","Somewhat often","Very often","Often","Never","Never","Never","Never","Never","Often","Not very often","Not very often","Often"
"246","Female","16-19","Secondary","Rwanda","Urban",1,0,0,"Unemployed","Rwandan","Typical","Once a month","Multiple times day","Never","Multiple times day","Never","Multiple times day","Once a month","Once a week","Never","Multiple times day","Never","Multiple times day","Multiple times day","Never","Once a week","Once a month","Never","Never","Never","Once a month","Once a week","Never","Multiple times day","Never","Never","Once a month","Once a week","Never","Multiple times day","Never","Never","Multiple times day","Once a week","Multiple times day","Once a month","Never","Never","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always","Always","Once a week","Never","Never","Never","Never","Never","Multiple times day","Never","Multiple times day","Once a week","Never","Never","Never","Very often","Very often","Often","Never","Very often","Never","Very often","Very often","Very often","Very often","Very often","Often","Very often","Often","Often","Often","Never","Often","Never","Often","Often","Often","Often","Often","Often","Often","Often","Very often","Very often","Somewhat often","Somewhat often","Very often","Somewhat often","Never","Never","Often","Never","Never","Never","Very often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"247","Male","25-30","University","Rwanda","Urban",1,0,0,"Unemployed","Rwandan","Typical","Once a day","Multiple times day","Every few days","Multiple times day","Never","Multiple times day","Once a week","Every few days","Once a month","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Once a week","Multiple times day","Never","Never","Once a week","Every few days","Never","Multiple times day","Never","Never","Once a week","Every few days","Once a month","Multiple times day","Never","Never","Multiple times day","Never","Multiple times day","Once a month","Multiple times day","Never","Once a week","Always","Always","Always","Every few days","Every few days","Always","Always","Never","Once a day","Every few days","Always","Always","Every few days","Once a day","Once a day","Once a month","Once a month","Once every few weeks","Less than once a month","Multiple times day","Never","Multiple times day","Once every few weeks","Multiple times day","Never","Every few days","Somewhat often","Often","Often","Somewhat often","Often","Somewhat often","Often","Often","Often","Very often","Very often","Often","Somewhat often","Not very often","Not very often","Often","Not very often","Somewhat often","Often","Often","Often","Often","Often","Often","Somewhat often","Somewhat often","Somewhat often","Often","Often","Often","Somewhat often","Often","Somewhat often","Often","Very often","Often","Never","Never","Very often","Very often","Not very often","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"248","Male","20-24","University","Rwanda","RuralUrban",0,0,0,"Unemployed","Rwandan","Typical","Less than once a month","Multiple times day","Less than once a month","Multiple times day","Never","Multiple times day","Less than once a month","Once a week","Never","Multiple times day","Never","Never","Multiple times day","Never","Multiple times day","Less than once a month","Multiple times day","Never","Once a week","Less than once a month","Once a week","Never","Multiple times day","Never","Never","Less than once a month","Once a week","Never","Multiple times day","Never","Never","Multiple times day","Never","Multiple times day","Never","Once a day","Never","Once a week","Always","Always","Always","Always","Always","Always","Always","Never","Once a day","Never","Always","Always","Always","Every few days","Every few days","Never","Never","Never","Never","Multiple times day","Never","Multiple times day","Once a month","Once a day","Never","Once a month","Not very often","Not very often","Very often","Not very often","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Not very often","Often","Often","Often","Very often","Somewhat often","Very often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Often","Often","Often","Often","Often","Often","Very often","Not very often","Not very often","Never","Very often","Never","Never","Never","Very often","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Often"
"249","Male","16-19","Secondary","Rwanda","Rural",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Never","Never","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Once a week","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Never","Multiple times day","Less than once a month","Never","Every few days","Once every few weeks","Always","Every few days","Every few days","Once a week","Once a week","Every few days","Once a day","Never","Never","Never","Once a week","Every few days","Every few days","Once a week","Once a week","Never","Never","Never","Never","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Once every few weeks","Somewhat often","Somewhat often","Often","Not very often","Often","Often","Very often","Often","Often","Often","Somewhat often","Never","Somewhat often","Somewhat often","Somewhat often","Often","Somewhat often","Often","Somewhat often","Often","Often","Often","Often","Somewhat often","Never","Somewhat often","Somewhat often","Often","Often","Often","Never","Often","Never","Never","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"250","Male","20-24","University","Lebanon","Urban",0,0,0,"Workforce","Lebanese","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Multiple times day","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Every few days","Never","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a week","Never","Never","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Multiple times day","Multiple times day","Multiple times day","Once a week","Never","Never","Never","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Never","Very often","Very often","Very often","Never","Somewhat often","Never","Never","Never","Very often","Very often","Very often","Very often"
"251","Female","16-19","Secondary","Rwanda","Peri-urban",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Multiple times day","Never","Multiple times day","Every few days","Never","Never","Every few days","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Less than once a month","Every few days","Never","Never","Every few days","Never","Every few days","Every few days","Never","Never","Every few days","Never","Every few days","Every few days","Never","Every few days","Less than once a month","Never","Every few days","Once a month","Always","Always","Always","Always","Always","Every few days","Every few days","Every few days","Every few days","Never","Always","Every few days","Every few days","Every few days","Every few days","Never","Never","Never","Never","Every few days","Never","Multiple times day","Less than once a month","Never","Every few days","Once every few weeks","Somewhat often","Often","Often","Somewhat often","Often","Somewhat often","Often","Often","Often","Often","Often","Never","Not very often","Never","Not very often","Somewhat often","Not very often","Somewhat often","Not very often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Never","Not very often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Never","Often","Never","Never","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"252","Female","20-24","Secondary","Rwanda","Urban",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Once a month","Never","Once a day","Never","Multiple times day","Every few days","Once a month","Never","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Never","Every few days","Less than once a month","Never","Once a week","Never","Multiple times day","Every few days","Once a month","Never","Less than once a month","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Every few days","Every few days","Never","Never","Never","Never","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Never","Somewhat often","Not very often","Often","Not very often","Often","Not very often","Often","Often","Often","Often","Often","Often","Often","Never","Not very often","Often","Not very often","Often","Never","Often","Often","Often","Often","Somewhat often","Often","Often","Often","Often","Often","Never","Never","Very often","Never","Never","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"253","Female","20-24","Secondary","Rwanda","Urban",0,0,0,"Unemployed","Rwandan","Typical","Once a day","Once a day","Once a day","Once a day","Never","Once a day","Every few days","Once a day","Never","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Once every few weeks","Never","Every few days","Once a month","Every few days","Once a day","Once a day","Once a day","Never","Never","Every few days","Once a day","Never","Once a day","Never","Never","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Once a month","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Always","Always","Multiple times day","Never","Multiple times day","Less than once a month","Never","Every few days","Once a month","Never","Often","Often","Not very often","Often","Not very often","Very often","Very often","Very often","Very often","Often","Somewhat often","Very often","Never","Somewhat often","Often","Never","Somewhat often","Not very often","Often","Often","Often","Often","Somewhat often","Not very often","Often","Somewhat often","Often","Somewhat often","Not very often","Somewhat often","Often","Never","Never","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Somewhat often"
"254","Male","20-24","Secondary","Rwanda","Rural",0,0,0,"Unemployed","Rwandan","Typical","Once a week","Once a week","Never","Once a month","Never","Multiple times day","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Every few days","Never","Never","Never","Never","Never","Every few days","Never","Never","Every few days","Less than once a month","Never","Never","Never","Always","Always","Always","Always","Always","Every few days","Every few days","Never","Never","Never","Once a day","Every few days","Every few days","Never","Never","Never","Never","Never","Never","Never","Never","Multiple times day","Once every few weeks","Never","Never","Never","Often","Often","Often","Not very often","Often","Not very often","Often","Often","Often","Often","Often","Never","Never","Never","Never","Somewhat often","Never","Somewhat often","Never","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Never","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Never","Never","Somewhat often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"255","Male","16-19","Secondary","Rwanda","Rural",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Never","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Once every few weeks","Never","Every few days","Never","Every few days","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Always","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Often","Often","Never","Often","Never","Often","Somewhat often","Often","Often","Somewhat often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"256","Male","16-19","Secondary","Rwanda","Rural",0,0,0,"Unemployed","Rwandan","Typical","Once a month","Once a month","Never","Multiple times day","Never","Multiple times day","Once a month","Once a month","Never","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Never","Never","Never","Once a month","Once a month","Never","Multiple times day","Never","Never","Once a month","Once a month","Never","Multiple times day","Never","Never","Multiple times day","Never","Multiple times day","Less than once a month","Never","Never","Once a month","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Always","Always","Multiple times day","Never","Multiple times day","Once every few weeks","Never","Never","Once a month","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Never","Very often","Never","Never","Very often","Very often","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Very often"
"257","Male","25-30","University","Rwanda","Urban",0,0,1,"Workforce","Rwandan","Typical","Every few days","Once a week","Less than once a month","Multiple times day","Never","Multiple times day","Every few days","Once a month","Less than once a month","Multiple times day","Never","Multiple times day","Every few days","Never","Multiple times day","Multiple times day","Never","Less than once a month","Multiple times day","Every few days","Once a month","Less than once a month","Multiple times day","Never","Multiple times day","Once a day","Once a month","Less than once a month","Multiple times day","Never","Multiple times day","Every few days","Never","Multiple times day","Multiple times day","Never","Less than once a month","Multiple times day","Always","Every few days","Once every few weeks","Once every few weeks","Once every few weeks","Always","Always","Once every few weeks","Always","Always","Once a month","Every few days","Once a day","Once every few weeks","Once a month","Less than once a month","Never","Less than once a month","Every few days","Multiple times day","Never","Every few days","Every few days","Never","Once a day","Multiple times day","Not very often","Somewhat often","Very often","Not very often","Very often","Very often","Very often","Somewhat often","Very often","Very often","Very often","Often","Very often","Somewhat often","Somewhat often","Very often","Somewhat often","Very often","Somewhat often","Somewhat often","Very often","Very often","Very often","Often","Somewhat often","Not very often","Often","Somewhat often","Never","Never","Never","Often","Not very often","Never","Never","Not very often","Never","Never","Not very often","Very often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"258","Male","20-24","University","Rwanda","Urban",0,0,0,"Casual","Rwandan","Typical","Every few days","Multiple times day","Less than once a month","Once a day","Never","Multiple times day","Every few days","Multiple times day","Less than once a month","Once a day","Never","Multiple times day","Never","Never","Once a day","Once a day","Never","Every few days","Every few days","Every few days","Every few days","Less than once a month","Every few days","Never","Every few days","Every few days","Every few days","Never","Every few days","Never","Multiple times day","Never","Never","Once a day","Once a day","Never","Every few days","Every few days","Always","Less than once a month","Less than once a month","Always","Always","Always","Every few days","Never","Once a day","Never","Never","Every few days","Once a week","Once a day","Never","Never","Never","Once a week","Once a week","Less than once a month","Never","Once a day","Every few days","Never","Every few days","Every few days","Somewhat often","Often","Very often","Never","Somewhat often","Never","Very often","Very often","Very often","Very often","Very often","Often","Very often","Somewhat often","Often","Very often","Never","Often","Never","Often","Very often","Often","Very often","Not very often","Never","Very often","Very often","Very often","Somewhat often","Somewhat often","Somewhat often","Very often","Very often","Never","Never","Very often","Very often","Often","Very often","Never","Never","Never","Never","Never","Never","Never","Very often","Never","Never","Very often"
"259","Female","20-24","University","Rwanda","Urban",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Once a day","Never","Once a day","Never","Multiple times day","Every few days","Once a day","Never","Once a day","Never","Multiple times day","Never","Never","Never","Once every few weeks","Multiple times day","Every few days","Once every few weeks","Every few days","Once every few weeks","Never","Every few days","Never","Never","Once a day","Every few days","Never","Once a day","Never","Never","Never","Never","Never","Once every few weeks","Multiple times day","Once a week","Once every few weeks","Every few days","Always","Always","Every few days","Once a week","Always","Once a day","Never","Once a day","Never","Once a month","Always","Once a month","Never","Never","Always","Less than once a month","Every few days","Always","Never","Never","Once every few weeks","Once every few weeks","Once a day","Once a month","Once a day","Somewhat often","Very often","Often","Never","Not very often","Not very often","Often","Very often","Often","Often","Very often","Somewhat often","Often","Not very often","Often","Very often","Never","Often","Not very often","Very often","Very often","Often","Very often","Never","Often","Very often","Very often","Very often","Often","Not very often","Somewhat often","Often","Not very often","Not very often","Never","Often","Somewhat often","Never","Very often","Very often","Somewhat often","Never","Never","Never","Never","Never","Somewhat often","Never","Never","Somewhat often"
"260","Female","20-24","Secondary","Rwanda","Urban",0,0,0,"Unemployed","Rwandan","Typical","Every few days","Once a day","Never","Multiple times day","Never","Multiple times day","Once every few weeks","Once a week","Never","Multiple times day","Never","Once every few weeks","Every few days","Never","Multiple times day","Less than once a month","Once a day","Less than once a month","Once every few weeks","Every few days","Every few days","Never","Multiple times day","Never","Once every few weeks","Once every few weeks","Once a week","Never","Multiple times day","Never","Once every few weeks","Every few days","Never","Multiple times day","Less than once a month","Once a day","Less than once a month","Once every few weeks","Always","Less than once a month","Never","Every few days","Every few days","Always","Always","Always","Always","Less than once a month","Every few days","Always","Always","Less than once a month","Less than once a month","Never","Never","Never","Always","Once every few weeks","Never","Never","Multiple times day","Less than once a month","Every few days","Multiple times day","Not very often","Often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Never","Somewhat often","Very often","Somewhat often","Very often","Never","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Often","Very often","Very often","Never","Never","Very often","Never","Never","Never","Very often","Very often","Never","Never","Never","Never","Never","Never","Never","Never","Somewhat often"
"261","Female","16-19","Secondary","Rwanda","Rural",1,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Never","Never","Multiple times day","Once every few weeks","Never","Never","Every few days","Never","Multiple times day","Never","Never","Never","Once every few weeks","Every few days","Once every few weeks","Less than once a month","Once a week","Once a week","Never","Every few days","Never","Never","Every few days","Every few days","Never","Multiple times day","Never","Never","Once a day","Never","Multiple times day","Never","Every few days","Once a month","Never","Always","Always","Once a week","Never","Every few days","Never","Always","Never","Never","Never","Always","Never","Once a day","Once a day","Once a week","Never","Never","Never","Never","Never","Never","Multiple times day","Once every few weeks","Once every few weeks","Every few days","Never","Very often","Not very often","Not very often","Never","Not very often","Never","Often","Not very often","Not very often","Often","Very often","Never","Never","Never","Never","Often","Never","Somewhat often","Never","Somewhat often","Not very often","Not very often","Often","Often","Never","Not very often","Never","Never","Never","Never","Never","Very often","Often","Never","Never","Never","Never","Never","Somewhat often","Often","Never","Never","Never","Never","Never","Never","Not very often","Never","Never","Never"
"262","Male","16-19","Secondary","Rwanda","Urban",0,0,0,"Workforce","Rwandan","Typical","Every few days","Every few days","Never","Never","Never","Multiple times day","Every few days","Every few days","Never","Never","Never","Multiple times day","Multiple times day","Never","Multiple times day","Multiple times day","Never","Never","Once a week","Every few days","Every few days","Never","Never","Never","Multiple times day","Once every few weeks","Once every few weeks","Never","Never","Never","Multiple times day","Every few days","Never","Every few days","Multiple times day","Once every few weeks","Never","Once every few weeks","Always","Every few days","Once a month","Never","Never","Every few days","Every few days","Every few days","Every few days","Never","Once a week","Once a day","Once a day","Once a month","Less than once a month","Never","Never","Never","Once every few weeks","Multiple times day","Never","Multiple times day","Multiple times day","Less than once a month","Once every few weeks","Once every few weeks","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Never","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Not very often","Never","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Not very often","Never","Very often","Never","Never","Very often","Very often","Very often","Very often","Never","Never","Never","Never","Never","Never","Never","Never"
"263","Male","25-30","University","Rwanda","Urban",0,0,1,"Workforce","Rwandan","Typical","Multiple times day","Multiple times day","Never","Multiple times day","Never","Multiple times day","Every few days","Every few days","Never","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Never","Never","Every few days","Every few days","Once a day","Once a day","Never","Multiple times day","Never","Multiple times day","Every few days","Once a week","Never","Multiple times day","Never","Never","Multiple times day","Never","Once every few weeks","Once a day","Never","Once a day","Multiple times day","Always","Once a week","Once a month","Once a month","Once a month","Once every few weeks","Once a day","Once a day","Once a day","Never","Never","Once a day","Less than once a month","Every few days","Once a week","Never","Never","Never","Once a month","Once every few weeks","Never","Never","Never","Never","Every few days","Multiple times day","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Somewhat often","Never","Somewhat often","Somewhat often","Not very often","Often","Never","Often","Never","Somewhat often","Often","Often","Often","Never","Not very often","Somewhat often","Somewhat often","Often","Often","Somewhat often","Not very often","Somewhat often","Somewhat often","Never","Never","Often","Never","Never","Somewhat often","Often","Never","Never","Never","Never","Never","Never","Somewhat often","Never","Never","Often"
"264","Male","25-30","University","Rwanda","Urban",0,0,1,"Workforce","Rwandan","Typical","Once a week","Every few days","Less than once a month","Less than once a month","Never","Multiple times day","Every few days","Every few days","Never","Multiple times day","Never","Multiple times day","Multiple times day","Never","Multiple times day","Less than once a month","Multiple times day","Once a day","Every few days","Once a week","Every few days","Less than once a month","Less than once a month","Never","Once a month","Every few days","Every few days","Less than once a month","Once a month","Never","Less than once a month","Multiple times day","Never","Once a week","Less than once a month","Multiple times day","Less than once a month","Less than once a month","Always","Never","Less than once a month","Once a month","Once a day","Once a month","Once a day","Once every few weeks","Every few days","Never","Once a day","Every few days","Once a month","Once every few weeks","Every few days","Every few days","Every few days","Never","Every few days","Multiple times day","Never","Once a day","Once every few weeks","Once a day","Once a month","Once every few weeks","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Often","Somewhat often","Often","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Somewhat often","Somewhat often","Often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Never","Very often","Very often","Never","Very often","Very often","Very often","Never","Never","Never","Never","Never","Very often","Very often","Very often","Very often"
"265","Female","16-19","Primary","Rwanda","Urban",1,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Multiple times day","Never","Never","Once every few weeks","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Every few days","Never","Every few days","Every few days","Every few days","Never","Never","Multiple times day","Never","Never","Every few days","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Every few days","Never","Once a week","Every few days","Every few days","Never","Never","Every few days","Every few days","Every few days","Every few days","Never","Every few days","Never","Every few days","Never","Never","Never","Never","Every few days","Never","Never","Never","Never","Never","Never","Once a day","Never","Once a day","Once a day","Never","Often","Often","Not very often","Not very often","Not very often","Often","Often","Often","Often","Often","Never","Not very often","Never","Often","Often","Not very often","Often","Not very often","Often","Often","Often","Often","Often","Never","Not very often","Not very often","Not very often","Never","Never","Never","Often","Never","Never","Never","Somewhat often","Never","Never","Somewhat often","Not very often","Not very often","Never","Never","Never","Never","Never","Somewhat often","Never","Never","Never"
"266","Male","20-24","Secondary","Rwanda","Urban",1,0,0,"Unemployed","Rwandan","Typical","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Never","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Multiple times day","Multiple times day","Once a day","Every few days","Every few days","Never","Never","Never","Never","Multiple times day","Every few days","Every few days","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Once a day","Every few days","Every few days","Once a day","Always","Every few days","Every few days","Always","Every few days","Every few days","Every few days","Once a day","Every few days","Once a month","Always","Once a week","Every few days","Every few days","Once a month","Never","Never","Never","Never","Never","Never","Never","Every few days","Every few days","Multiple times day","Every few days","Very often","Often","Often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Very often","Somewhat often","Somewhat often","Not very often","Very often","Very often","Very often","Very often","Somewhat often","Very often","Very often","Very often","Often","Somewhat often","Not very often","Never","Often","Often","Never","Never","Very often","Never","Never","Very often","Very often","Never","Never","Never","Never","Never","Never","Very often","Never","Never","Never"
"267","Female","25-30","Certificate","Tanzania","Urban",1,0,0,"Unemployed","Tanzanian","Typical","Once a day","Once a day","Never","Multiple times day","Never","Multiple times day","Once a day","Once a day","Never","Multiple times day","Never","Multiple times day","Multiple times day","Less than once a month","Multiple times day","Less than once a month","Multiple times day","Multiple times day","Multiple times day","Once a day","Once a day","Never","Multiple times day","Never","Multiple times day","Once a day","Once a day","Never","Multiple times day","Never","Multiple times day","Once a day","Less than once a month","Multiple times day","Never","Multiple times day","Multiple times day","Every few days","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Once a day","Always","Never","Never","Always","Never","Multiple times day","Never","Multiple times day","Never","Multiple times day","Once a week","Every few days","Very often","Very often","Very often","Somewhat often","Very often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Not very often","Very often","Very often","Somewhat often","Somewhat often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Not very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat often","Never","Very often","Very often","Never","Very often","Very often","Very often","Never","Not very often","Never","Never","Never","Very often","Somewhat often","Somewhat often","Very often"
"268","Male","16-19","Primary","Rwanda","Rural",0,0,0,"Casual","Rwandan","Typical","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Multiple times day","Once every few weeks","Never","Never","Never","Often","Often","Often","Somewhat often","Often","Somewhat often","Often","Often","Often","Often","Somewhat often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"269","Female","16-19","Secondary","Rwanda","Rural",0,0,0,"Unemployed","Rwandan","Typical","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Never","Never","Never","Multiple times day","Never","Never","Multiple times day","Once every few weeks","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Always","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Multiple times day","Once every few weeks","Never","Never","Never","Never","Often","Often","Never","Often","Never","Often","Somewhat often","Often","Often","Somewhat often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
